ID,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,RATE
387,39603989,7396793,9476306,?,63088778,9838.67,15805354,168833.0,700.99,3731515.0,2738117.0,3903.0,33.0,10.71,52.45,-0.02,-8.5e-07,-0.02,0.76,23.93,24.07,60.09,11.09,MED,YES,0.3845,4.5,24.84,0.2823,VTKGN,-266.6,7.39,11.87,100.85,97.21,20.2,5.7,2.6216,0.0344,B
1053,5266458483,793371838,2191487084,598614949.0,5443358524,772739.41,3313858932,15913075.0,1458.17,195420662.0,19162031.0,39.0,53.0,4.36,-35.05,2.02,3.31e-05,1.96,0.78,41.61,31.39,11.37,12.79,LOW,NO,0.0612,2.67,14.67,0.5708,KUHMP,1.17,0.34,3.0,8.03,1.12,7.03,0.5,0.8767,0.1082,D
506,57998091,10479948,25789007,27579878.0,28144674,754.95,30418213,69366.0,432.99,-1630991.0,-2961362.0,323.0,14.0,-0.48,42.1,1.5,1.39e-05,1.25,5.22,44.47,?,47.55,18.22,VLOW,YES,0.5395,6.21,1.3,5.4581,VTKGN,-8.49,-4.92,-10.34,-34.86,-86.01,12.27,-14.3,2.0713,0.0828,B
1035,697289595,456545339,585608460,318912237.0,420049213,164637.99,378377358,500616.0,374.38,103112181.0,31834696.0,5801.0,34.0,15.84,43.81,3.68,4.09e-05,4.04,9.45,83.98,32.73,45.74,16.91,HIGH,YES,0.005,9.36,23.61,3.3423,VTKGN,4.12,4.57,10.18,280.81,131.59,35.16,11.5,0.7542,0.2266,B
1112,7254476523,2893372000,5955596210,3005052000.0,6869244628,1866023.0,3313858932,204759000.0,555.67,661673000.0,277716000.0,1768.0,1.0,6.88,22.04,0.98,3.35e-05,0.97,3.2,70.76,?,29.66,39.85,LOW,YES,-0.0635,14.88,18.42,2.2697,VTKGN,3.93,2.74,9.24,84.4,50.91,22.83,2.87,0.8033,0.1925,A
399,32822010,13787598,14945261,?,36565486,7991.54,12090807,39152.0,344.96,1049473.0,1588363.0,635.0,10.0,3.69,25.08,0.29,8.62e-06,0.29,4.74,45.53,27.66,63.16,25.59,VHIGH,YES,0.9151,7.79,24.35,0.0948,VTKGN,21.02,4.68,7.84,8.4,16.7,10.3,5.71,1.4664,0.2181,D
613,12113117,6263488,6419255,5204248.0,5383321,-831.16,6908869,46988.0,117.03,-2690979.0,-2848954.0,-509.0,5.0,-22.82,23.51,4.81,3.74e-05,2.95,4.35,52.99,19.73,42.96,24.33,VLOW,NO,0.3471,-9.87,-6.86,0.8005,VTKGN,-10.3,-24.8,-41.41,-93.6,-101.63,50.21,-54.28,1.1692,-0.1138,C
905,87572637,15747248,32692524,78121452.0,30647760,5951.78,9451185,38609.0,214.32,-1532140.0,1025490.0,1709.0,44.0,1.49,85.78,-8.82,-0.000286,-8.25,6.07,37.33,3.23,89.21,8.69,MED,NO,-2.5788,-3.0,6.8,0.486,VTKGN,0.44,1.16,1.31,-51.07,50.09,6.24,4.9,2.4342,0.0581,B
1024,377966869,191185219,219040022,170677815.0,767778442,105226.63,207289054,2345554.0,383.51,25568378.0,17397974.0,5221.0,32.0,7.24,40.94,0.35,1.3e-05,0.36,1.32,57.95,15.97,45.16,31.56,VHIGH,NO,-0.2948,5.0,27.84,1.5137,VTKGN,10.0,4.61,10.76,148.65,141.45,24.23,3.17,0.8981,0.1187,B
14,23389198,11824203,13984714,10565188.0,30033834,4476.35,12824010,82916.0,216.07,140457.0,-792816.0,-118.0,8.0,1.6,34.08,0.26,6.17e-06,0.25,5.73,59.79,31.98,45.17,29.29,HIGH,NO,0.0072,5.12,19.14,0.8851,VTKGN,-10.2,-3.55,-6.93,3.9,-24.62,13.59,-2.95,0.9833,0.1213,C
1061,72922629,59643544,63603648,?,69564390,6680.52,64234684,941178.0,445.93,2002987.0,-3463172.0,-820.0,18.0,2.96,-22.37,7.49,8.11e-05,7.1,1.28,87.22,63.36,11.91,69.78,VHIGH,NO,-0.0754,-3.72,9.16,0.1014,KUHMP,0.34,-4.56,-61.63,10.01,-17.32,20.92,-4.98,0.1764,0.0762,D
642,7254476523,3540379378,5955596210,?,6869244628,2000146.521,3313858932,267935486.5,268.19,765361921.8,741884427.3,7569.0,22.0,8.32,47.47,3.12,3.35e-05,3.37,18.41751676,81.29,41.86,35.74,1.97,VLOW,YES,-0.0729,14.97,53.03,1.1399,VTKGN,8.17,8.8,20.07,114.93,167.56,69.71707933,22.34,1.0112,0.1925,A
238,22503394,1279173,2558013,3666930.0,29352396,-5694.5,18836464,246899.0,465.91,-6654153.0,-10929583.0,-1104.0,7.0,-27.57,11.61,1.23,1.92e-05,0.88,3.73,11.37,62.0,16.3,37.8,HIGH,NO,0.1585,-24.03,-25.31,0.9428,VTKGN,-29.71,-46.02,-110.51,-118.82,-198.14,-9.0,-37.8,3.4975,-0.6506,C
773,37966796,7762772,15381102,19431513.0,23380616,-5187.98,18535284,191398.0,187.04,-7184175.0,-6860637.0,-1982.0,10.0,-18.9,51.64,0.52,6.53e-06,0.37,3.64,40.51,31.35,51.18,40.95,HIGH,NO,-0.3979,-12.05,-13.66,2.2462,VTKGN,-69.74,-18.43,-29.34,-393.44,-468.92,-6.63,-36.62,1.53,-0.2184,B
1135,104744042,27504841,41279118,33762739.0,139680765,17017.14,70981303,510941.0,620.8,3898914.0,2272824.0,812.0,21.0,4.6,18.87,1.29,2.53e-05,1.29,0.39,39.41,17.88,32.23,13.61,LOW,NO,-0.0375,4.21,16.25,1.0597,VTKGN,2.85,2.23,6.87,27.85,23.73,9.89,2.38,1.1773,0.2974,D
495,92308058,44811570,62122585,57398996.0,57762288,17141.57,34909062,163129.0,232.91,4349189.0,2390178.0,1893.0,51.0,5.14,55.91,1.63,2.69e-05,1.71,6.03,67.3,22.19,62.18,24.14,VHIGH,NO,-0.2331,2.9,18.57,0.4813,VTKGN,4.73,2.56,4.22,63.94,51.63,23.53,6.08,0.9767,0.0304,B
794,28708697,475014,5585784,12573131.0,65453861,3545.88,16135566,54572.0,300.25,1946412.0,1505645.0,268.0,5.0,7.27,31.44,-0.14,-5.49e-06,-0.14,0.66,19.46,19.81492027,43.8,20.59048356,MED,NO,1.3845,-0.73,12.35,0.1652,VTKGN,-22.7,5.24,11.98,54.83,59.19,6.46,3.21,2.3559,-0.0429,B
961,25444565,7503119,8338923,13749859.0,13012615,7620.75,11694706,86220.0,120.49,2695345.0,2368934.0,1287.873488,8.0,14.66,53.57,-0.08,-9.05e-07,-0.09,9.28,32.77,34.94,54.04,18.46,VLOW,YES,0.3962,6.73,29.95,3.5957,VTKGN,-300.06,11.17,17.2,110.92,131.08,38.59,24.48,2.6967,0.1262,B
120,59473197,30432733,33134806,37349489.0,41700506,11464.63,22123707,52980.0,170.9,2304455.0,1355129.0,698.0,36.0,4.05,48.15,1.26,2.38e-05,1.31,3.67,55.71,?,62.8,39.77,VHIGH,YES,-0.2121,7.39,19.28,0.2752,VTKGN,4.35,2.33,3.66,23.26,17.8,17.5,4.23,1.2103,0.1037,C
329,11764521,5571537,6441888,?,11895279,5559.26,2348757,68216.0,122.63,1005934.0,876917.0,329.0,24.0,9.39,56.55,-0.59,-2.98e-05,-0.63,9.47,54.76,19.81492027,80.04,10.22,MED,YES,1.3495,18.59,47.25,0.3201,VTKGN,-15.29,7.38,10.16,40.04,45.34,21.91,9.58,1.6118,0.1398,B
1146,27154706,11591551,17284561,18161548.0,35487047,1445.41,8993158,528381.0,331.65,508367.0,-1824726.0,63.0,9.0,2.68,12.84,0.49,1.94e-05,0.46,1.71,63.65,25.06,66.88,9.73,MED,NO,-0.9746,-13.68,5.32,0.0369,VTKGN,-9.43,-6.63,-9.87,3.56,-12.76,32.33,-5.14,1.0821,-0.2347,C
245,53138266,13821293,24269858,?,34880661,9575.89,24761986,257877.0,166.89,2140078.0,1025846.0,69.0,8.0,4.79,39.36,1.33,1.88e-05,1.36,6.2,45.67,25.34,53.4,34.76,HIGH,NO,0.1748,4.84,18.02,0.5452,VTKGN,3.98,2.08,3.66,28.66,18.6,32.81,3.98,1.337,0.1445,D
1257,35712627,5931707,8541677,19145241.0,45567827,11270.75,16567386,98129.0,484.76,1187455.0,1198248.0,4279.0,45.0,4.91,45.77,-1.07,-2.94e-05,-1.08,0.27,23.92,2.33,53.61,33.7,VLOW,YES,0.6743,24.49,31.56,0.8645,VTKGN,-2.27,3.47,6.49,42.41,56.75,11.94,3.49,2.5248,0.1336,B
383,18302205,7472791,9554515,16125325.0,8763055,4992.58,2176880,361222.0,168.52,1805500.0,1865622.0,339.0,8.0,12.6,74.29,-1.06,-4.27e-05,-1.32,18.41751676,52.2,0.13,88.11,23.37,MED,YES,0.5115,13.05,27.28,0.1524,VTKGN,-20.94,11.96,14.25,64.95,73.36,55.01,23.27,1.7387,0.1684,B
1243,13743125,4333724,5264350,9040041.0,8377978,4492.05,4703084,101374.0,106.05,1724877.0,1353862.0,275.0,9.0,13.87,51.44,-1.12,-1.99e-05,-1.38,5.11,38.31,19.81492027,65.78,17.97,MED,YES,0.4486,11.06,32.69,0.6929,VTKGN,-17.91,10.13,15.5,66.76,68.61,44.02,21.16,2.0573,0.1794,B
749,139089646,54772494,73766925,?,120162334,62577.81,43299832,455731.0,159.16,4577897.0,16053863.0,7180.0,43.0,4.16,61.93,-0.8,-2.23e-05,-0.83,8.3,53.04,0.51,68.87,15.01,MED,NO,0.3841,0.15,44.99,1.0855,VTKGN,-21.88,11.89,18.08,39.42,190.23,7.74,18.38,1.4741,-0.0716,A
711,124058584,53275778,72152799,?,129368899,33915.03,75863404,423377.0,152.92,2477198.0,1485027.0,519.0,34.0,3.15,27.32,0.63,1.08e-05,0.62,3.39,58.16,37.84,38.85,50.99,VHIGH,NO,-0.0401,0.95,27.34,0.7536,VTKGN,5.9,1.17,3.13,17.32,28.01,13.16,3.1,0.8173,0.1607,D
299,324471685,45423415,140411833,162890835.0,490303495,85288.08,161580850,809304.0,860.18,42012023.0,31671615.0,3546.0,25.0,14.53,36.44,-0.78,-2.38e-05,-0.85,0.31,43.27,10.8,50.2,30.51,MED,NO,-0.9392,0.97,26.29,1.274,VTKGN,-10.81,10.03,21.52,94.08,101.64,12.53,9.26,1.5653,-0.1397,B
575,70249625,4644383,28691553,28672693.0,38879165,9089.06,41576932,829291.0,413.61,2881158.0,1682232.0,273.0,8.0,5.54,39.17,3.32,3.11e-05,3.34,6.56,40.84,50.82,40.82,15.89,HIGH,NO,0.232,0.38,12.94,3.7631,VTKGN,2.59,2.73,6.05,92.72,66.0,21.62,5.28,1.4118,-0.0328,B
217,132529762,19001659,52012436,82983469.0,57462636,32638.86,49546292,301069.0,499.68,-15208254.0,15766809.0,17085.32605,25.0,-7.85,42.81,15.07,0.000175,4.91,0.24,39.25,15.29,62.61,24.66,LOW,YES,-0.4412,12.49,24.63,1.1243,VTKGN,2.82,9.69,24.28,-51.28,-146.07,14.04,-75.39,2.1632,0.235,D
918,44510798,28242683,34246821,10872583.0,9931729,1581.11,33638215,507611.0,367.84,-2657091.0,-2976868.0,-266.0,21.0,-5.88,8.76,16.68,4.92e-05,11.34,7.49,76.94,35.52,24.43,11.58,MED,NO,-0.0454,-6.32,3.55,2.6626,VTKGN,-0.8,-6.68,-27.57,-42.9,-48.06,2.12,-29.97,0.8596,-0.0124,D
214,17501107,1938801,3547144,5588590.0,16018075,-3767.87,11912517,109360.0,195.34,-3674309.0,-7697168.0,-884.0,11.0,-15.16,10.63,3.04,4.09e-05,2.04,3.68,20.27,?,31.93,30.41,LOW,NO,0.2346,-1.77,-21.53,1.5369,VTKGN,-13.84,-34.97,-81.3,-77.76,-153.05,3.19,-45.15,3.6227,-0.0956,C
1188,92701793,43794801,51746867,24695137.0,65930919,13989.14,68006656,156131.0,252.61,4654509.0,-4757264.0,-967.0,57.0,5.5,-4.48,8.45,8.19e-05,7.6,2.77,55.82,53.24,26.64,18.52,HIGH,NO,-0.0197,0.37,15.09,0.8494,VTKGN,0.15,-4.68,-17.4,16.13,-16.49,17.49,-7.22,0.9508,0.1891,D
936,2717939889,1642150286,2009190935,1124174993.0,1957894106,359624.78,1593764896,1264550.0,1236.04,180162418.0,86493667.0,1213.0,49.0,7.0,28.57,3.43,4.22e-05,3.48,4.76,73.92,44.55,41.36,39.61,HIGH,NO,0.2921,4.91,13.23,1.0772,VTKGN,2.88,3.12,7.63,42.78,29.95,14.04,6.44,0.7853,0.0929,B
179,1852315466,596908661,1236953751,558000179.0,1434784666,400914.56,1294315288,2982877.0,388.09,89105345.0,38207937.0,512.0,26.0,4.88,15.46,5.57,6.17e-05,5.44,7.65,66.78,?,30.12,36.18,MED,YES,0.1104,13.01,21.64,1.1791,VTKGN,1.48,2.03,7.08,20.84,8.94,15.29,2.66,0.8586,0.2262,C
138,38399537,18591754,21201357,?,31213376,6143.28,26612599,341240.0,197.55,1547379.0,-1799781.0,-164.0,7.0,5.17,16.37,2.33,2.73e-05,2.14,11.25,55.21,58.42,30.7,32.68,HIGH,NO,-0.1883,0.65,16.0,1.5903,VTKGN,-1.78,-5.16,-14.19,28.13,-36.78,17.21,-6.48,0.9685,0.0222,C
598,315840538,114198543,188586416,106253516.0,169611128,-16444.78,209587022,1426262.0,191.87,-24802542.0,-63203748.0,1287.873488,47.0,-5.98,25.47,9.07,7.34e-05,6.02,3.94,59.71,53.23,33.64,23.16,VHIGH,YES,-0.0241,9.62,-5.21,0.576,VTKGN,-4.18,-17.07,-45.52,-83.62,-268.53,47.26,-46.96,0.6553,0.1944,B
82,409090167,52910809,254022608,263392999.0,175528823,71768.06,145697168,323868.0,664.88,14438199.0,47561429.0,16290.0,28.0,4.32,61.06,-1.29,-1.55e-05,-1.38,2.17,62.09,18.44,64.39,7.95,MED,YES,0.5706,8.02,17.54,2.1676,VTKGN,-25.87,12.18,19.3,96.9,407.05,13.54,34.55,1.164,0.0937,B
1192,74371385,28476086,40501317,?,155328751,-3019.98,31202372,439102.0,1049.52,427498.0,-9998292.0,-576.0,12.0,0.72,46.85,0.54,2.67e-05,0.5,0.7,54.46,10.89,58.05,40.36,MED,NO,-0.0387,0.1,-4.06,0.1649,VTKGN,-10.05,-12.83,-20.55,4.92,-106.03,5.72,-5.94,1.1013,0.0366,C
263,9676362,7086379,7384973,4677090.0,4438411,2510.04,4999272,97037.0,65.27,845048.0,591292.0,197.0,7.0,11.38,32.83,1.13,1.01e-05,1.36,15.2,76.32,38.1,48.34,27.92,VHIGH,YES,-0.3829,8.28,25.94,0.2833,VTKGN,16.28,7.77,13.5,56.34,51.2,40.53,17.3,0.6909,0.2403,B
630,24484903,7466550,10489419,?,34119468,16550.1,2326418,4452.0,85.3,1479791.0,1366030.0,273.0,7.0,8.54,76.2,-1.71,-0.000251,-1.76,1.35,42.84,19.81492027,90.5,20.59048356,MED,YES,-0.295,9.24,67.59,0.2582,VTKGN,-2.03,5.65,6.31,29.6,35.4,9.51,5.19,2.2355,0.0589,B
1162,16551562,6140493,8247059,13628281.0,10547758,5883.67,2923281,73739.0,117.2,2820353.0,2463050.0,334.0,3.0,17.76,51.26,-0.19,-6.9e-06,-0.25,6.11,49.83,?,82.34,5.47,LOW,YES,-1.5837,9.88,35.55,0.2152,VTKGN,-136.29,14.88,18.07,54.83,53.87,46.58,26.27,1.7867,0.111,C
295,49731413,5919469,8453089,38000020.0,53696110,9222.46,11731393,114669.0,451.23,5771631.0,5348808.0,594.0,12.0,16.17,67.36,-2.72,-0.000125,-3.04,1.19,17.0,19.81492027,76.41,5.87,MED,YES,7.0912,14.39,18.54,0.5732,VTKGN,-3.88,11.95,14.96,128.26,158.66,17.53,13.3,4.8005,0.2739,B
984,25819888,2953508,5721623,11177565.0,29165883,8105.47,14642324,38116.0,136.29,1990026.0,1924712.0,314.0,6.0,8.34,34.38,-0.49,-9.76e-06,-0.52,1.17,22.16,1.16,43.29,4.59,MED,YES,4.6213,10.78,31.39,0.2979,VTKGN,-13.68,7.45,17.22,60.3,63.56,15.8,7.19,2.1254,0.2037,C
1006,46252850,5025447,8720689,40959412.0,10791507,185.83,5293438,197857.0,186.06,-3243687.0,-1765249.0,-154.0,13.0,-4.79,76.16,-9.41,-0.000192,-6.76,9.79,18.85,1.63,88.56,11.78,LOW,NO,-0.9966,-2.0,0.4,0.3862,VTKGN,3.43,-3.8,-4.22,-57.41,-43.75,-0.2,-22.91,4.9507,-0.0369,B
116,14604143,1041229,2151553,3280883.0,22515857,-5253.03,11323260,194811.0,562.9,-5566947.0,-7331439.0,-1456.0,4.0,-30.79658731,3.19,0.71,1.41e-05,0.52,1.75,14.73,?,22.47,17.47,HIGH,NO,0.2953,-32.31392371,-35.97,1.2973,VTKGN,-45.35,-50.2,-223.46,-197.76,-263.21,11.9,-32.91,3.2223,-1.0078,D
644,24586186,670546,6606562,13253680.0,10919213,6043.57,11332506,222540.0,303.31,497397.0,3321259.0,493.0,10.0,2.42,48.4,0.42,4.05e-06,0.26,3.91,26.87,2.2,53.91,14.71,MED,NO,-27.2011,-12.06,24.58,0.0307,VTKGN,73.3,14.16,29.55,14.48,96.7,39.66,30.42,2.0223,-0.1574,C
302,59799463,25251192,27746175,40337439.0,84587420,21444.0,19462024,203647.0,322.85,8150815.0,7066261.0,822.0,14.0,15.37,61.91,-0.19,-8.24e-06,-0.21,4.92,46.4,7.33,67.45,17.46,LOW,YES,0.4412,12.58,35.86,1.0587,VTKGN,-54.25,12.49,18.59,189.55,206.06,19.59,10.48,1.6179,0.2441,B
844,56261895,10298292,20620107,15030312.0,129838207,5373.79,41231583,218880.0,649.19,5675670.0,-5239128.0,-930.0,20.0,10.3,-23.44,1.48,4.66e-05,1.41,2.29,36.65,42.6,26.71,65.93,VHIGH,NO,-0.2354,2.13,9.55,0.0458,VTKGN,-1.73,-9.46,-34.83,21.38,-19.74,10.72,-4.04,0.7916,-0.4264,D
1155,642280119,69297255,130361672,232969816.0,438332773,112195.02,409310303,4234283.0,586.79,48770277.0,40604418.0,9618.0,30.0,9.76,38.65,-2.01,-2.15e-05,-2.23,1.08,20.3,16.10244444,36.27,21.01352224,MED,NO,-0.004,5.42,17.47,0.3852,VTKGN,-5.61,6.89,18.74,211.97,252.67,31.02,13.26,1.8551,0.166,A
98,53102622,25668387,33406119,27545606.0,76703508,23416.71,25557017,286597.0,176.74,3796184.0,4106670.0,379.0,26.0,8.65,44.41,0.29,8.77e-06,0.3,8.01,62.91,?,51.87,12.55,MED,YES,-0.0089,14.7,44.1,1.6111,VTKGN,21.77,8.68,15.98,63.48,77.85,13.01,6.07,1.113,0.2065,B
354,38874890,6644304,28240194,?,18011615,5106.97,26437872,60655.0,197.93,1130832.0,683627.0,90.0,9.0,4.52,25.43,3.94,2.68e-05,3.84,4.99,72.64,57.73,31.99,15.82,MED,NO,-0.634,0.01,13.14,2.9815,VTKGN,2.15,2.19,5.56,27.92,20.09,20.06,4.52,0.868,0.0064,C
567,13976208,2880598,3465475,?,18362038,3977.05,2239842,81540.0,191.27,620957.0,618438.0,78.0,26.0,5.81,55.35,-1.0,-8.2e-05,-1.03,2.67,24.8,1.96,83.97,26.34,MED,YES,1.9766,5.87,28.46,0.1963,VTKGN,-3.39,4.42,5.27,15.52,20.14,18.74,4.39,3.6133,0.0368,C
492,92447769,18870880,58006516,39919478.0,118498054,16841.41,52528291,164069.0,769.47,10974132.0,5058000.0,322.0,19.0,13.83,38.86,-0.08,-1.74e-06,-0.08,1.03,62.75,20.91,43.18,3.55,MED,YES,-0.2635,15.12,18.22,1.5833,VTKGN,-83.01,5.65,13.11,129.11,90.13,16.32,6.47,0.9202,0.3301,B
980,35480899,10746861,17076913,29088140.0,27771727,8867.01,6392759,86444.0,380.43,4686445.0,3381391.0,12076.0,49.0,15.46,78.04,-1.84,-8.01e-05,-2.14,5.79,48.13,0.99,81.98,15.18,MED,YES,0.5535,10.97,24.99,2.5641,VTKGN,-8.06,10.05,12.28,334.75,331.44,23.41,16.71,1.9136,0.1702,B
884,63449448,19213093,20030027,?,142144505,15945.77,35050775,130607.0,415.63,7063804.0,6226877.0,542.0,9.0,12.03,35.68,-0.38,-1.56e-05,-0.4,1.3,31.57,?,44.76,14.86,MED,YES,-1.272,16.7,25.13,0.2831,VTKGN,-13.21,9.81,21.93,122.64,134.91,6.91,5.47,1.4992,0.3049,B
518,40403744,26091586,26396026,2530192.0,35483820,1435.01,37873552,60144.0,228.93,-2839873.0,-6933923.0,-4953.0,48.0,-5.43,-11.06,9.29,8.7e-05,7.38,2.39,65.33,73.68,6.26,73.77139511,VHIGH,NO,0.0004,-4.95,3.55,0.5986,XNHTQ,-1.1,-13.54,-116.04,-40.57,-99.06,2.28,-19.54,0.2546,0.2174,D
1023,500406297,67699672,85843588,125452637.0,163767589,31027.38,374953660,708283.0,533.44,4613776.0,-32294963.0,-1585.0,26.0,2.06,4.65,23.9,0.000104,11.58900048,0.34,17.15,4.86,25.07,55.13,HIGH,YES,0.1007,14.62,6.2,2.29,VTKGN,0.17,-5.92,-20.73,4.5,-43.97,13.37,-27.53,4.197,0.4637,D
989,157018753,54437700,88387688,71993381.0,299712705,49487.51,85025372,3837121.0,827.94,27595719.0,21173141.0,13570.0,8.0,18.44,40.76,-0.45,-1.59e-05,-0.5,1.41,56.29,16.10244444,45.85,40.64,MED,YES,0.8965,10.42,31.52,0.5941,VTKGN,-20.43,13.48,29.41,344.95,362.99,28.75,9.69,0.8683,0.1923,A
731,106158174,21585956,40694708,54553412.0,208988149,35174.83,51604762,917431.0,311.46,12578591.0,7099158.0,1685.0,27.0,12.37,34.1,0.41,1.64e-05,0.42,1.39,38.33,11.77,51.39,15.8,HIGH,YES,0.0329,7.55,33.13,0.3322,VTKGN,13.06,6.44,13.53,55.32,44.89,22.54,4.88,1.5262,0.2568,D
250,213789547,105317713,133645580,96407503.0,354067106,47753.07,117382044,2850031.0,282.8,14673763.0,2600428.0,423.0,14.0,7.29,30.91,0.58,1.75e-05,0.58,9.79,62.51,15.3,45.09,3.98,VLOW,YES,-0.002,23.58,22.34,1.043,VTKGN,0.98,1.27,2.68,47.68,-0.11,10.31,-0.01,0.9615,0.4196,B
826,267627587,51632470,136698528,117547614.0,311415432,4745.86,150079973,398280.0,271.74,40422351.0,-35882030.0,-7056.0,19.0,15.72,36.82,2.5,5.19e-05,2.13,1.22,51.08,?,43.92,6.35,HIGH,YES,0.3779,8.78,1.77,1.5179,VTKGN,-5.49,-13.47,-33.39,144.08,-180.13,20.95,-16.23,1.1714,0.0645,B
436,121565085,32901346,39690740,57835297.0,208347783,60348.81,63729788,311123.0,208.56,8724639.0,5013298.0,1564.0,26.0,8.86,34.78,-0.38,-1.25e-05,-0.39,4.72,32.65,11.93,47.58,1.87,MED,YES,1.3305,11.48,49.64,0.5389,VTKGN,-9.5,4.33,9.25,53.58,51.51,10.38,4.03,1.6782,0.2115,B
1217,39696207,26184255,27443009,15568254.0,15702372,3692.0,24127952,11228.0,101.96,626988.0,464014.0,17.0,1.0,1.84,5.05,2.74,1.78e-05,2.74,8.37,69.13,52.39,39.22,66.9,VLOW,YES,-0.0516,9.03,9.3,1.6023,VTKGN,2.38,1.17,2.98,4.62,4.39,8.55,3.79,1.3594,0.0961,D
252,141214174,47240584,54095716,94040987.0,142752510,45675.04,47173187,1384545.0,173.66,19064259.0,9762532.0,3594.0,40.0,14.18,56.96,1.02,3.1e-05,1.12,2.92,38.31,?,66.59,25.18,VHIGH,YES,-0.3163,4.16,32.34,0.4184,VTKGN,11.32,7.12,10.98,140.18,111.02,51.96,10.58,1.8436,0.0032,B
247,23641366,12538184,14694445,13751796.0,29255005,8244.48,9889570,103476.0,203.16,3109618.0,2062392.0,214.0,21.0,14.97,40.41,0.31,9.12e-06,0.33,4.85,62.16,17.35,58.17,22.09,VLOW,YES,-0.0177,5.26,34.87,1.036,VTKGN,29.45,9.21,15.58,69.1,57.01,21.64,8.77,1.2884,0.2719,C
447,231680763,61618019,85275304,128560123.0,470761817,82662.15,103120639,2134106.0,386.19,35153383.0,22996108.0,1164.0,30.0,16.04,45.33,-0.13,-6.07e-06,-0.14,1.45,36.81,1.33,55.49,17.28,MED,YES,3.9043,30.0,35.68,0.4334,VTKGN,-53.17,9.93,17.89,149.37,143.96,29.24,7.2,1.6272,0.4669,A
1102,51812932,11370181,19079981,34902670.0,74177481,12696.43,16910263,115177.0,238.51,5775633.0,4337425.0,1287.873488,38.0,14.17,57.71,-1.31,-5.74e-05,-1.36,0.89,36.82,1.29,67.36,14.57,MED,YES,-0.5144,7.8,24.5,0.8671,VTKGN,-5.22,9.09,13.22,115.51,120.73,16.77,8.14,2.0565,0.0257,B
666,381234477,58119030,295964647,153750425.0,1427212175,112696.6,227484052,9975337.0,1982.24,50070378.0,44662852.0,5571.0,9.0,18.36,32.55,-0.36,-2.26e-05,-0.37,0.78,77.63,12.99,40.33,8.28,VLOW,YES,0.1423,24.71,29.56,1.2207,VTKGN,-10.81,14.1,33.99,121.47,147.05,27.77,4.25,0.6895,0.3382,A
694,106341946,5379622,33582693,?,58292156,15830.57,10629885,509810.0,368.94,3556277.0,8664835.0,1046.0,4.0,6.24,86.11,-5.17,-0.000284,-5.2,3.25,31.58,19.81492027,90.0,26.94,MED,NO,-144.4334,-32.31392371,14.89,0.074,VTKGN,-2.05,8.15,9.05,85.85,221.59,33.51,15.75,2.8592,-0.4126,B
775,8751272,622133,3606351,5741343.0,10318309,-4752.95,3009929,519311.0,332.85,-4653856.0,-8775392.0,-591.0,14.0,-30.05,-33.98,4.2,0.000144,2.2,4.68,41.21,13.94,65.61,4.83,MED,NO,-1.049,-32.31392371,-54.31,0.0868,VTKGN,-18.89,-58.22,-147.94,-64.82,-120.08,9.7,-83.55,1.8018,-1.0867,D
1206,51544309,9503075,17373303,24642717.0,114744162,19305.16,26901592,112355.0,455.33,12371970.0,8696139.0,1222.0,8.0,24.66,40.34,-0.09,-3.72e-06,-0.1,1.85,33.71,13.24,47.81,39.58,HIGH,YES,1.5626,11.37,37.45,0.9049,VTKGN,-119.17,16.87,35.29,321.35,312.23,14.74,10.48,1.619,0.1673,C
1144,56219761,5015142,33488098,?,22893597,-30028.0,38514878,832907.0,243.55,-8101560.0,-38687995.0,-1377.0,7.0,-8.27,5.18,9.19,5.46e-05,3.21,1.96,59.57,59.75,31.49,17.41,LOW,NO,-0.921,-30.14,-53.41,1.3551,VTKGN,-16.95,-45.56,-122.38,-59.49,-277.26,15.15,-164.93,1.1641,-0.0401,D
173,18125532,4697606,6144010,?,10875311,2475.21,8522332,67229.0,169.93,-260163.0,129501.0,26.0,16.0,-0.13,41.95,1.9,2.43e-05,1.74,2.64,33.9,33.45,52.98,11.31,MED,NO,2.6711,-4.8,13.66,0.3243,VTKGN,1.55,0.8,1.3,-10.7,4.72,23.1,1.05,1.6974,0.0875,B
271,313972056,222117419,230659378,206259957.0,345092144,55906.01,107712099,12049325.0,1358.63,31838250.0,21439610.0,1950.0,22.0,10.64,48.2,-0.32,-1.03e-05,-0.35,3.81,73.46,1.53,65.69,0.47,VLOW,YES,-1.8363,12.32,17.81,0.1938,VTKGN,-26.53,6.83,10.74,57.89,55.69,20.69,8.88,0.9404,0.1217,A
461,3370628126,2015241076,2849849782,599751241.0,2573648927,1172193.63,2770876886,7496916.0,371.43,172920958.0,140988532.0,854.0,15.0,5.44,-7.0,3.13,2.91e-05,2.92,5.1,84.55,27.96,17.79,9.68,VHIGH,NO,0.0177,6.21,34.78,1.8777,VTKGN,2.86,3.96,23.67,20.34,17.66,23.85,5.83,0.7705,0.159,C
